Entity,Label,Count
"('delusions', 'DISEASE')",4
"('blinks', 'DISEASE')",1
"('palate', 'DISEASE')",1
"('dysarthria', 'DISEASE')",3
"('dysphagia', 'DISEASE')",2
"('atrophy', 'DISEASE')",4
"('fasciculation', 'DISEASE')",1
"('rigidity', 'DISEASE')",1
"('tremor', 'DISEASE')",7
"('chorea', 'DISEASE')",1
"('athetosis', 'DISEASE')",1
"('hemiballismus', 'DISEASE')",1
"('charcot', 'DISEASE')",1
"('onychomycosis', 'DISEASE')",1
"('asterixis', 'DISEASE')",4
"('Ca', 'CHEMICAL')",3
"('Mg', 'CHEMICAL')",6
"('Vanco', 'CHEMICAL')",5
"('SED-Rate', 'CHEMICAL')",1
"('NEGATIVE.RARE', 'DISEASE')",1
"('skin ulcer', 'DISEASE')",1
"('neuropathic', 'DISEASE')",1
"('left foot cellulitis', 'DISEASE')",1
"('allergic reaction', 'DISEASE')",3
"('non-raised', 'DISEASE')",1
"('sensitivites', 'CHEMICAL')",1
"('Meropenum', 'CHEMICAL')",1
"('cocci', 'CHEMICAL')",1
"('Keflex', 'CHEMICAL')",3
"('qid', 'CHEMICAL')",3
"('ferrous sulfate', 'CHEMICAL')",9
"('a drug reaction', 'DISEASE')",1
"('erythema multiforme', 'DISEASE')",1
"('allergy', 'DISEASE')",11
"('Humalog SS', 'CHEMICAL')",1
"('Rash', 'DISEASE')",3
"('pruritis', 'DISEASE')",4
"('Cephalexin', 'CHEMICAL')",5
"('ALL', 'DISEASE')",1
"('qAM', 'CHEMICAL')",4
"('Diabetic foot ulcer infection', 'DISEASE')",1
"('rash', 'DISEASE')",18
"('FSBG', 'CHEMICAL')",1
"('Afebrile', 'DISEASE')",5
"('piperacillin', 'CHEMICAL')",2
"('tazobactam', 'CHEMICAL')",2
"('ciprofloxacin', 'CHEMICAL')",15
"('cephalexin', 'CHEMICAL')",2
"('Glargine', 'CHEMICAL')",3
"('dizzyness', 'DISEASE')",1
"('headedness', 'DISEASE')",1
"('NamePattern1', 'CHEMICAL')",1
"('STEMI', 'CHEMICAL')",11
"('Chest Pain', 'DISEASE')",1
"('tobacco abuse', 'DISEASE')",2
"('neurofibromatosis', 'DISEASE')",2
"('alcohol abuse', 'DISEASE')",1
"('diaphoresis', 'DISEASE')",6
"('Reopro', 'CHEMICAL')",1
"('Plavix', 'CHEMICAL')",20
"('acute GI bleed', 'DISEASE')",1
"('dopamine', 'CHEMICAL')",13
"('melena', 'DISEASE')",5
"('nausea and vomiting', 'DISEASE')",5
"('claudication', 'DISEASE')",2
"('Neurofibromatosis', 'DISEASE')",3
"('tumor', 'DISEASE')",3
"('Hypercalcemia', 'DISEASE')",1
"('neurofibromas', 'DISEASE')",1
"('rales or rhonchi', 'DISEASE')",1
"('DP', 'CHEMICAL')",3
"('PO2', 'CHEMICAL')",12
"('O2 SAT-97', 'CHEMICAL')",1
"('O2 SAT-69', 'CHEMICAL')",1
"('O2 SAT-96', 'CHEMICAL')",1
"('O2 SAT-98', 'CHEMICAL')",1
"('Ventricular ectopy', 'DISEASE')",1
"('ventricular couplets', 'DISEASE')",1
"('multi vessel disease', 'DISEASE')",1
"('LCX', 'CHEMICAL')",5
"('OM3', 'DISEASE')",2
"('left ventricular systolic', 'DISEASE')",2
"('thrombi', 'DISEASE')",2
"('aortic regurgitation', 'DISEASE')",13
"('aortic valve stenosis', 'DISEASE')",4
"('pulmonary artery systolic pressure', 'DISEASE')",5
"('tamponade', 'DISEASE')",6
"('hypothyroidism', 'DISEASE')",8
"('adrenal insufficiency', 'DISEASE')",5
"('cortisol', 'CHEMICAL')",2
"('carvedilol', 'CHEMICAL')",7
"('shock', 'DISEASE')",6
"('metabolic acidemia', 'DISEASE')",1
"('RTA Type II', 'CHEMICAL')",1
"('metabolic disturbance', 'DISEASE')",1
"('NSVT', 'DISEASE')",1
"('vessel disease', 'DISEASE')",4
"('PVD', 'DISEASE')",10
"('iliac disease', 'DISEASE')",1
"('100mcg levothyroxine', 'CHEMICAL')",1
"('GI bleeding', 'DISEASE')",10
"('Toprol', 'CHEMICAL')",10
"('Albuterol', 'CHEMICAL')",26
"('Clopidogrel', 'CHEMICAL')",9
"('Atorvastatin Calcium', 'CHEMICAL')",4
"('Levothyroxine Sodium', 'CHEMICAL')",1
"('Quetiapine Fumarate', 'CHEMICAL')",1
"('Carvedilol', 'CHEMICAL')",7
"('Myocardial Infarction', 'DISEASE')",3
"('Cardiogenic shock', 'DISEASE')",1
"('Anorectal bleeding', 'DISEASE')",1
"('Hypothyroidism', 'CHEMICAL')",1
"('htn', 'DISEASE')",6
"('HL', 'DISEASE')",2
"('DES', 'CHEMICAL')",5
"('plavix', 'CHEMICAL')",12
"('Sat', 'CHEMICAL')",2
"('nitro SL', 'CHEMICAL')",2
"('shoulder pain', 'DISEASE')",1
"('venous thrombosis', 'DISEASE')",4
"('rigors', 'DISEASE')",5
"('ankle edema', 'DISEASE')",2
"('presyncope', 'DISEASE')",3
"('knee pain', 'DISEASE')",4
"('Diabetes', 'DISEASE')",11
"('diabetes', 'DISEASE')",11
"('peripheral neuropathy', 'DISEASE')",1
"(""6)s/p R nephrectomy 5 years ago - pathology benign per patient\n7)early parkinsonism-followed by Neuro\n8)Bells'palsy ([**2-1**] HTN"", 'DISEASE')",1
"('Denies tobbaco', 'DISEASE')",1
"('cancers or strokes', 'DISEASE')",1
"('DM\n\n', 'DISEASE')",1
"('pallor', 'DISEASE')",5
"('dermatitis', 'DISEASE')",7
"('ulcers', 'DISEASE')",8
"('xanthomas', 'DISEASE')",5
"('Ct-198', 'DISEASE')",1
"('INTUBA', 'CHEMICAL')",5
"('Promus DES', 'CHEMICAL')",2
"('vessel coronary artery disease', 'DISEASE')",3
"('statin', 'CHEMICAL')",10
"('ACE-inhibitor', 'CHEMICAL')",1
"('atrial septal defect', 'DISEASE')",2
"('inferior hypokinesis', 'DISEASE')",1
"('ventricular septal defect', 'DISEASE')",2
"('mitral annular calcification', 'DISEASE')",4
"('LVOT obstruction', 'DISEASE')",1
"('LVOT', 'DISEASE')",1
"('Ther are small, bland-appearing,\nmobile elements associated with the MAC', 'DISEASE')",1
"('STE', 'CHEMICAL')",2
"('valsartan', 'CHEMICAL')",1
"('hydrochlorothiazide', 'CHEMICAL')",1
"('amlodipine', 'CHEMICAL')",10
"('clonidine', 'CHEMICAL')",1
"('Gemfibrozil', 'CHEMICAL')",3
"('Diabetes type II', 'DISEASE')",1
"('Chronic kidney disease', 'DISEASE')",3
"('n-acetylcysteine', 'CHEMICAL')",1
"('chronic microcytic anemia', 'DISEASE')",1
"('terazosin', 'CHEMICAL')",1
"('finasteride', 'CHEMICAL')",1
"('Pravastatin', 'CHEMICAL')",3
"('Terazosin', 'CHEMICAL')",4
"('Valsartan', 'CHEMICAL')",4
"('Finasteride', 'CHEMICAL')",1
"('Omeprazole', 'CHEMICAL')",20
"('Metoprolol Succinate', 'CHEMICAL')",4
"('Amlodipine', 'CHEMICAL')",9
"('Coronary Artery Disease', 'DISEASE')",2
"('Kidney Disease', 'DISEASE')",1
"('Metoprolol', 'CHEMICAL')",19
"('Date/Time', 'CHEMICAL')",4
"('GA', 'CHEMICAL')",3
"('bacterial endocarditis', 'DISEASE')",1
"('empyema', 'DISEASE')",5
"('tricuspid endocarditis', 'DISEASE')",1
"('pleuritic pain', 'DISEASE')",1
"('FM', 'DISEASE')",1
"('heroin', 'CHEMICAL')",3
"('Methadone', 'CHEMICAL')",11
"('Occ EtOH', 'CHEMICAL')",1
"('RA', 'CHEMICAL')",1
"('NRB', 'CHEMICAL')",8
"('tachypneic', 'DISEASE')",4
"('somnolent', 'DISEASE')",6
"('CVA tenderness', 'DISEASE')",4
"('UA', 'CHEMICAL')",17
"('nitrite', 'CHEMICAL')",1
"('THC', 'CHEMICAL')",3
"('BACTERIA-MOD', 'CHEMICAL')",2
"('BLOOD-TR', 'CHEMICAL')",3
"('CK-MB-NotDone', 'CHEMICAL')",21
"('LIPASE-10', 'CHEMICAL')",1
"('MSSA', 'DISEASE')",2
"('Oxacillin', 'CHEMICAL')",8
"('gentamycin', 'CHEMICAL')",4
"('q8', 'CHEMICAL')",2
"('WNL', 'DISEASE')",2
"('knee effusion', 'DISEASE')",1
"('knee joint effusion', 'DISEASE')",1
"('Percocet', 'CHEMICAL')",12
"('splenic abscess', 'DISEASE')",1
"('tooth pain', 'DISEASE')",1
"('AMA', 'CHEMICAL')",1
"('smoking', 'CHEMICAL')",13
"('nicotine', 'CHEMICAL')",1
"('intrauterine pregnancy\n2) Bacterial', 'DISEASE')",1
"('endocarditis', 'DISEASE')",8
"('Right knee effusion', 'DISEASE')",1
"('fevers/chills', 'DISEASE')",3
"('ROS', 'CHEMICAL')",2
"('sore throat', 'DISEASE')",1
"('sinus pain', 'DISEASE')",1
"('vaginal itching', 'DISEASE')",1
"('photophobia', 'DISEASE')",4
"('Febrile', 'DISEASE')",2
"('sl tenderness', 'DISEASE')",1
"('dullness', 'DISEASE')",4
"('ache', 'DISEASE')",3
"('CVA', 'CHEMICAL')",13
"('Cor', 'DISEASE')",1
"('LACTATE-2.4', 'CHEMICAL')",1
"('MONOS-9', 'DISEASE')",1
"('LEUK-TR', 'CHEMICAL')",2
"('perinephric abscess', 'DISEASE')",1
"('Gallbladder wall edema', 'DISEASE')",1
"('gallstones', 'DISEASE')",6
"('biliary duct', 'DISEASE')",1
"('acalculus cholecystitis', 'DISEASE')",1
"('bibasilar infiltrates', 'DISEASE')",1
"('tic bite', 'DISEASE')",1
"('meningitis', 'DISEASE')",3
"('Normocytic Anemia', 'DISEASE')",2
"('iron-deficiency', 'DISEASE')",1
"('Disp:*10', 'DISEASE')",2
"('Diphenhydramine HCl', 'CHEMICAL')",2
"('itchiness', 'DISEASE')",1
"('Pyelonephritis', 'DISEASE')",1
"('Iron-deficiency', 'DISEASE')",1
"('acute abdominal pain', 'DISEASE')",1
"('low blood iron', 'DISEASE')",1
"('urinary tract infections', 'DISEASE')",2
"('post-intercourse', 'CHEMICAL')",1
"('Respiratory distress', 'DISEASE')",3
"('Pulmonary emboli\n\n', 'DISEASE')",1
"('GIB', 'DISEASE')",15
"('TPA', 'CHEMICAL')",2
"('alkalosis', 'DISEASE')",4
"('Non-small cell Lung CA s/p resection', 'DISEASE')",1
"('Alcohol abuse', 'DISEASE')",2
"('alcoholic hepatitis\n\n', 'DISEASE')",1
"('part-time', 'CHEMICAL')",2
"('ruptured aneurysm', 'DISEASE')",1
"('ovarian cancer', 'DISEASE')",1
"('icterus', 'DISEASE')",7
"('normoactive bowel', 'DISEASE')",3
"('ankle jerks', 'DISEASE')",1
"('Vitamin B12', 'CHEMICAL')",2
"('Left ventricular systolic function', 'DISEASE')",1
"('Left ventricular systolic', 'DISEASE')",1
"('hypertrophy', 'DISEASE')",5
"('LENI', 'CHEMICAL')",2
"('Partially occlusive DVT', 'DISEASE')",2
"('acute hemorrhage', 'DISEASE')",2
"('fatty liver', 'DISEASE')",1
"('liver lesion', 'DISEASE')",2
"('HIP', 'CHEMICAL')",1
"('primary malignancy', 'DISEASE')",1
"('hematoma', 'DISEASE')",11
"('trauma', 'DISEASE')",14
"('neoplasm', 'DISEASE')",2
"('femoral head avascular necrosis', 'DISEASE')",1
"('CEFEPIME--------------', 'CHEMICAL')",4
"('TOBRAMYCIN------------', 'CHEMICAL')",5
"('NSCLC', 'DISEASE')",3
"('DVTs', 'DISEASE')",7
"('benzodiazepines', 'CHEMICAL')",2
"('Citrobacter freundii', 'DISEASE')",1
"('Clostridium dificile colitis', 'DISEASE')",2
"('EGD', 'CHEMICAL')",7
"('non-bloody', 'DISEASE')",1
"('macrocytic anemia', 'DISEASE')",1
"('vitamin B-12', 'CHEMICAL')",1
"('of marrow suppression', 'DISEASE')",1
"('Nose bleed', 'DISEASE')",1
"('Lovenox', 'CHEMICAL')",9
"('Bleeding', 'DISEASE')",1
"('aggressive blood', 'DISEASE')",1
"('Afrin', 'CHEMICAL')",1
"('Hypoalbuminemia', 'DISEASE')",1
"('cirrhosis', 'DISEASE')",11
"('Left leg pain', 'DISEASE')",1
"('swelling/induration', 'DISEASE')",1
"('FEN', 'CHEMICAL')",4
"('Constipation', 'DISEASE')",7
"('Acetate', 'CHEMICAL')",1
"('-Ipratropium Bromide', 'CHEMICAL')",1
"('NEB', 'CHEMICAL')",1
"('Vitamins', 'CHEMICAL')",2
"('Fludrocortisone', 'CHEMICAL')",3
"('Folic Acid', 'CHEMICAL')",13
"('Thiamine HCl', 'CHEMICAL')",8
"('Multivitamin', 'CHEMICAL')",9
"('Ipratropium Bromide', 'CHEMICAL')",11
"('shortness of breath/wheezing', 'DISEASE')",1
"('Levalbuterol HCl', 'CHEMICAL')",1
"('Syrup', 'CHEMICAL')",4
"('Bisacodyl', 'CHEMICAL')",4
"('Mupirocin Calcium', 'CHEMICAL')",1
"('Sodium Chloride', 'CHEMICAL')",3
"('Oxymetazoline', 'CHEMICAL')",1
"('nose bleed', 'DISEASE')",1
"('venous thrombi', 'DISEASE')",1
"('Ventilator-associated pneumonia', 'DISEASE')",1
"('lateralis muscle hematoma', 'DISEASE')",1
"('non-small cell lung cancer s/p resection', 'DISEASE')",1
"('gastrointestinal bleed', 'DISEASE')",4
"('alcohol-related hepatitis', 'DISEASE')",1
"('bacterial infection', 'DISEASE')",1
"('nose bleeds', 'DISEASE')",1
"('PAT', 'CHEMICAL')",1
"('nose-bleeds', 'DISEASE')",1
"('Coronary artery disease s/p', 'DISEASE')",1
"('NSTEMI', 'DISEASE')",9
"('lower extremity swelling', 'DISEASE')",3
"('methylprednisolone', 'CHEMICAL')",1
"('albuterol/ipratropium', 'CHEMICAL')",1
"('systolic heart failure', 'DISEASE')",6
"('hypoxemic respiratory distress', 'DISEASE')",1
"('Denies arthralgias', 'DISEASE')",2
"('rashes', 'DISEASE')",5
"('COPD Stage', 'DISEASE')",1
"('chronic kidney disease', 'DISEASE')",2
"('prostatic hyperplasia', 'DISEASE')",1
"('colonic adenomas', 'DISEASE')",1
"('forceful', 'DISEASE')",1
"('jugular venous distention', 'DISEASE')",3
"('PD', 'DISEASE')",4
"('RBC-3.31', 'CHEMICAL')",1
"('left bundle-branch block', 'DISEASE')",1
"('hazy opacity', 'DISEASE')",1
"('interstitial edema', 'DISEASE')",1
"('valvular regurgitation', 'DISEASE')",2
"('pulmonic regurgitation', 'DISEASE')",2
"('interstitial pulmonary edema', 'DISEASE')",1
"('Aortic valve calcifications', 'DISEASE')",1
"('levalbuterol', 'CHEMICAL')",2
"('ipratropium', 'CHEMICAL')",7
"('O2 of 1L', 'CHEMICAL')",1
"('Shortness of breath/acute on chronic systolic CHF', 'DISEASE')",1
"('lung disease', 'DISEASE')",2
"('Lactic acidosis', 'DISEASE')",1
"('Lactate', 'CHEMICAL')",3
"('pulmonary congestion', 'DISEASE')",2
"('bicarb', 'CHEMICAL')",2
"('K', 'CHEMICAL')",12
"('over-diuresis', 'DISEASE')",2
"('HCTZ', 'CHEMICAL')",3
"('Fe', 'CHEMICAL')",6
"('comorbidity', 'DISEASE')",1
"('tamsulosin', 'CHEMICAL')",2
"('Ferrous', 'CHEMICAL')",1
"('Acute Renal Failure', 'DISEASE')",2
"('ARF', 'DISEASE')",10
"('emphysema', 'DISEASE')",7
"('LevAbluterol', 'CHEMICAL')",2
"('albuterol inhaler', 'CHEMICAL')",3
"('atrovent inhaler', 'CHEMICAL')",2
"('Albuterol sulfate', 'CHEMICAL')",2
"('Atrovent HFA', 'CHEMICAL')",3
"('Combivent', 'CHEMICAL')",4
"('Latanoprost', 'CHEMICAL')",2
"('Tamsulosin', 'CHEMICAL')",7
"('O2 with 1L NC', 'CHEMICAL')",1
"('Dx', 'CHEMICAL')",1
"('levalbuterol HCl', 'CHEMICAL')",1
"('ipratropium bromide', 'CHEMICAL')",2
"('Inhaler', 'CHEMICAL')",7
"('shortness', 'DISEASE')",4
"('latanoprost', 'CHEMICAL')",1
"('docusate sodium', 'CHEMICAL')",4
"('heart diastolic failure', 'DISEASE')",1
"('Acute Kidney Injury', 'DISEASE')",1
"('unstable angina', 'DISEASE')",2
"('heart disease', 'DISEASE')",2
"('left Breast Cancer s/p chemo', 'DISEASE')",2
"('ETOH', 'CHEMICAL')",15
"('Edema', 'DISEASE')",5
"('left ventricular systolic function', 'DISEASE')",6
"('isordil', 'CHEMICAL')",1
"('spasm', 'DISEASE')",1
"('Atorvastatin', 'CHEMICAL')",10
"('MG', 'CHEMICAL')",1
"('Isosorbide', 'CHEMICAL')",5
"('Multivitamins', 'CHEMICAL')",2
"('Ranitidine', 'CHEMICAL')",2
"('Ultram', 'CHEMICAL')",3
"('Ambulating, gait steady\n', 'DISEASE')",1
"('Sternal pain', 'DISEASE')",1
"('lower extremity weakness', 'DISEASE')",3
"('colon cancer', 'DISEASE')",2
"('lightheadedness', 'DISEASE')",7
"('levofloxacin 750', 'CHEMICAL')",1
"('adenoma', 'DISEASE')",5
"('carcinoma', 'DISEASE')",2
"('sinus syndrome', 'DISEASE')",1
"('bifascicular block', 'DISEASE')",1
"('Atrial flutter', 'DISEASE')",1
"('LA', 'CHEMICAL')",4
"('osteoarthritis', 'DISEASE')",2
"('osteoporosis', 'DISEASE')",4
"('hypothyroid', 'DISEASE')",2
"('insufficiency', 'DISEASE')",2
"('transudative', 'DISEASE')",3
"('RV diastolic dysfunction', 'DISEASE')",1
"('Tibial talar dislocation', 'DISEASE')",1
"('comminuted distal tib fib', 'DISEASE')",1
"('wheezes or rhonchi', 'DISEASE')",3
"('Hyperactive', 'DISEASE')",2
"('chronic venous stasis', 'DISEASE')",2
"('K-3.5 Cl-104', 'CHEMICAL')",1
"('Augmentin', 'CHEMICAL')",2
"('Amiodarone', 'CHEMICAL')",19
"('Clavulanate', 'CHEMICAL')",1
"('Name9', 'DISEASE')",2
"('abdomenal pain', 'DISEASE')",3
"('DM', 'DISEASE')",3
"('AFib', 'DISEASE')",3
"('breast cancer s/p radiation', 'DISEASE')",1
"('Renal Artery Stenosis', 'DISEASE')",1
"('renal insufficiency', 'DISEASE')",2
"('ACEI', 'CHEMICAL')",5
"('CP/SOB/N/V/belly pain', 'DISEASE')",1
"('NIDDM', 'DISEASE')",2
"('Breast cancer', 'DISEASE')",2
"('Groin: small right hematoma', 'DISEASE')",1
"('digoxin', 'CHEMICAL')",2
"('nephropathy', 'DISEASE')",2
"('Glyburide', 'CHEMICAL')",3
"('PPX', 'CHEMICAL')",3
"('gangrene', 'DISEASE')",1
"('Nitroglycerin', 'CHEMICAL')",5
"('Ranitidine HCl', 'CHEMICAL')",3
"('Amlodipine Besylate', 'CHEMICAL')",1
"('PAD', 'DISEASE')",2
"('lethargy', 'DISEASE')",9
"('SOb', 'CHEMICAL')",1
"('hemorrhoids', 'DISEASE')",5
"('Colitis', 'DISEASE')",1
"('bradycardia', 'DISEASE')",2
"('Diverticulosis', 'DISEASE')",2
"('IBS', 'DISEASE')",1
"('AI', 'CHEMICAL')",2
"('Chronically ill', 'DISEASE')",2
"('shivering', 'DISEASE')",2
"('TYPE-[**Last', 'DISEASE')",1
"('TOP', 'CHEMICAL')",2
"('AST(SGOT)-12', 'CHEMICAL')",1
"('CK(CPK)-27 ALK PHOS-71 AMYLASE-29', 'CHEMICAL')",1
"('O2 SAT-75', 'CHEMICAL')",1
"('TYPE-[**Last Name', 'DISEASE')",1
"('calcification of the mitral', 'DISEASE')",1
"('opacity', 'DISEASE')",7
"('thoracolumbar', 'DISEASE')",1
"('extensive degenerative', 'DISEASE')",1
"('coronary artery calcifications', 'DISEASE')",1
"('Descending colon', 'DISEASE')",1
"('intra-abdominal', 'DISEASE')",1
"('pneumatosis', 'DISEASE')",2
"('calcifications', 'DISEASE')",6
"('Rectum and sigmoid colon', 'DISEASE')",1
"('pubic ramus fractures', 'CHEMICAL')",1
"('atherosclerotic disease', 'DISEASE')",3
"('anasarca', 'DISEASE')",4
"('[**2148-5-30**]- TTE', 'CHEMICAL')",1
"('Right ventricular systolic function', 'DISEASE')",1
"('Cardiomegaly', 'DISEASE')",1
"('thoracolumbar scoliosis', 'DISEASE')",1
"('congestive failure', 'DISEASE')",1
"('cardiac failure', 'DISEASE')",1
"('UTI', 'DISEASE')",1
"('Hypoxia', 'DISEASE')",2
"('ARDS', 'DISEASE')",1
"('Oxygen', 'CHEMICAL')",2
"('Potassium', 'CHEMICAL')",3
"('hypokalemia', 'DISEASE')",1
"('linezolid', 'CHEMICAL')",6
"('vanco', 'CHEMICAL')",5
"('leukocytosis', 'DISEASE')",17
"('Afterload reduction', 'DISEASE')",1
"('LVH', 'DISEASE')",2
"('hypovolemia', 'DISEASE')",5
"('Treated infection', 'DISEASE')",1
"('140', 'CHEMICAL')",3
"('Diltiazem', 'CHEMICAL')",8
"('Statin', 'CHEMICAL')",2
"('KCL', 'CHEMICAL')",1
"('QOD', 'CHEMICAL')",2
"('albuterol', 'CHEMICAL')",15
"('bisacodyl', 'CHEMICAL')",6
"('Simvastatin', 'CHEMICAL')",8
"('Albuterol Sulfate', 'CHEMICAL')",11
"('Miconazole Nitrate', 'CHEMICAL')",1
"('Potassium Chloride', 'CHEMICAL')",7
"('Piperacillin-Tazobactam Na', 'CHEMICAL')",1
"('Attending:[**Last', 'CHEMICAL')",4
"('overdose', 'DISEASE')",4
"('adjustment disorder', 'DISEASE')",1
"('miscarriage', 'DISEASE')",1
"('frank suicidal gestures', 'DISEASE')",1
"('Nortriptyline', 'CHEMICAL')",2
"('charcoal', 'CHEMICAL')",2
"('nortriptyline', 'CHEMICAL')",4
"('scoliosis', 'DISEASE')",2
"('O2 100', 'CHEMICAL')",2
"('PEEP', 'CHEMICAL')",3
"('conjunctival pallor', 'DISEASE')",2
"('CREAT-1.0', 'CHEMICAL')",1
"('O2-100', 'CHEMICAL')",2
"('O2-41 -ASSIST/CON INTUBATED-INTUBATED', 'CHEMICAL')",1
"('TCA', 'CHEMICAL')",1
"('TCA overdose', 'CHEMICAL')",2
"('TCA poisoning', 'CHEMICAL')",1
"('sodium bicarbonate', 'CHEMICAL')",1
"('Sodium bicarbonate', 'CHEMICAL')",1
"('ideations', 'DISEASE')",1
"('25mcg', 'CHEMICAL')",1
"('Adjustment disorder', 'DISEASE')",1
"('Chest pain', 'DISEASE')",3
"('orthopnea, paroxysmal nocturnal dyspnea', 'DISEASE')",1
"('pedal edema', 'DISEASE')",1
"('abdominal cramps', 'DISEASE')",1
"('Polymyalgia rheumatica', 'DISEASE')",2
"('drug allergies', 'DISEASE')",4
"('Vasotec', 'CHEMICAL')",1
"('Zantac', 'CHEMICAL')",3
"('femoral bruits', 'DISEASE')",3
"('bruising', 'DISEASE')",2
"('Cholesterol', 'CHEMICAL')",1
"('myocardial infarction', 'DISEASE')",5
"('ACE inhibitor', 'CHEMICAL')",2
"('LV dysfunction', 'DISEASE')",1
"('nonsustained ventricular tachycardia', 'DISEASE')",1
"('stress-dose steroids', 'CHEMICAL')",1
"('agitation', 'DISEASE')",15
"('levofloxacin', 'CHEMICAL')",5
"('Acute myocardial infarction', 'DISEASE')",1
"('upper gastrointestinal bleed', 'DISEASE')",1
"('Quinine', 'CHEMICAL')",1
"('gallstone pancreatitis', 'DISEASE')",1
"('hyperlipidemia', 'DISEASE')",6
"('spigastric tenderness', 'DISEASE')",1
"('gallstone', 'DISEASE')",1
"('cholecystitis', 'DISEASE')",4
"('intrahepatic biliary ductal dilatation', 'DISEASE')",1
"('CBD', 'CHEMICAL')",3
"('opacified biliary', 'DISEASE')",1
"('hepatic biliary ductal dilatation', 'DISEASE')",1
"('pancreatitis', 'DISEASE')",3
"('enlargement of the pancreas', 'DISEASE')",1
"('panperitonitis', 'DISEASE')",1
"('Cholelithiasis', 'DISEASE')",3
"('Small ascites', 'DISEASE')",1
"('pneumomediastinum', 'DISEASE')",1
"('dialy', 'CHEMICAL')",1
"('delirious', 'DISEASE')",1
"('Haldol', 'CHEMICAL')",5
"('Unasyn', 'CHEMICAL')",2
"('VAP', 'CHEMICAL')",1
"('PEG', 'CHEMICAL')",3
"('Lipitor', 'CHEMICAL')",4
"('Metformin', 'CHEMICAL')",9
"('Gluconate', 'CHEMICAL')",1
"('Mouthwash', 'CHEMICAL')",1
"('Suppository', 'CHEMICAL')",2
"('Nystatin', 'CHEMICAL')",2
"('Famotidine', 'CHEMICAL')",4
"('Ondansetron HCl', 'CHEMICAL')",1
"('Magnesium Sulfate', 'CHEMICAL')",1
"('Calcium Gluconate', 'CHEMICAL')",1
"('Lorazepam', 'CHEMICAL')",5
"('Gallstone pancreatitis', 'DISEASE')",1
"('dry mouth', 'DISEASE')",2
"('Dyspnea', 'DISEASE')",2
"('obstructive lung disease', 'DISEASE')",1
"('appetite', 'CHEMICAL')",1
"('pursed lip', 'DISEASE')",1
"('bronchiectasis', 'DISEASE')",2
"('endometrial carcinoma s/p', 'DISEASE')",1
"('Obstructive lung disease', 'DISEASE')",1
"('Anxiety', 'DISEASE')",10
"('BP:117/82', 'CHEMICAL')",1
"('Normocephalic, temporal wasting', 'DISEASE')",1
"('MM dry', 'DISEASE')",6
"('telangiectasias', 'DISEASE')",1
"('TYPE-ART TEMP-38.1 O2 FLOW-4', 'CHEMICAL')",1
"('WBC-9.2', 'DISEASE')",1
"('MONOS-3.3', 'DISEASE')",1
"('SCREEN-FINAL', 'CHEMICAL')",1
"('tachypnea', 'DISEASE')",5
"('COPD flare/bronchitis', 'DISEASE')",1
"('Coagulopathy', 'DISEASE')",2
"('ativan', 'CHEMICAL')",8
"('DISPO', 'CHEMICAL')",1
"('q4h', 'CHEMICAL')",2
"('Warfarin', 'CHEMICAL')",17
"('Dyspepsia', 'DISEASE')",1
"('Magnesium Hydroxide', 'CHEMICAL')",2
"('Zolpidem', 'CHEMICAL')",6
"('Triamcinolone Acetonide', 'CHEMICAL')",1
"('Cream', 'CHEMICAL')",1
"('Ketoconazole', 'CHEMICAL')",1
"('Advair Diskus', 'CHEMICAL')",1
"('days([**Date', 'DISEASE')",3
"('Prochlorperazine Maleate', 'CHEMICAL')",2
"('chronic lung disease', 'DISEASE')",2
"('compazine', 'CHEMICAL')",1
"('Sulfasalazine', 'CHEMICAL')",2
"('weight gain', 'DISEASE')",7
"('Corynebacterium Diptheria', 'DISEASE')",1
"('LLL effusion', 'CHEMICAL')",1
"('LLL', 'CHEMICAL')",4
"('diltiazem', 'CHEMICAL')",11
"('Ulcerative colitis s/p ileostomy', 'DISEASE')",2
"('Prostate ca s/p XRT', 'DISEASE')",1
"(""Paget's disease"", 'DISEASE')",2
"('GERD', 'CHEMICAL')",4
"('Esophageal ulcer', 'DISEASE')",2
"('Bladder Cancer', 'DISEASE')",1
"('prostate', 'DISEASE')",2
"('Pulmonary Embolism', 'DISEASE')",1
"('Hearing Loss', 'DISEASE')",1
"('Melanoma', 'DISEASE')",2
"('normoactive bowel sounds', 'DISEASE')",1
"('RLE', 'CHEMICAL')",3
"('WBC-10.9 RBC-3.58', 'DISEASE')",1
"('Calcium-8.9 Phos-3.2', 'DISEASE')",1
"('left basal effusion', 'DISEASE')",1
"('Atelectasis', 'DISEASE')",3
"('Spiriva', 'CHEMICAL')",5
"('Atrovent', 'CHEMICAL')",4
"('GI Bleed', 'DISEASE')",4
"('spiriva', 'CHEMICAL')",3
"('atrovent', 'CHEMICAL')",4
"('dry throat', 'DISEASE')",1
"('NSR', 'DISEASE')",13
"('prerenal', 'DISEASE')",4
"('metolazone', 'CHEMICAL')",2
"('NPH', 'DISEASE')",8
"('Skin Ulcer', 'DISEASE')",1
"('Allevyn foam', 'DISEASE')",1
"('Bicalutamide', 'CHEMICAL')",2
"('Tiotropium Bromide', 'CHEMICAL')",6
"('Ditropan', 'CHEMICAL')",1
"('Ocuvite', 'CHEMICAL')",3
