Entity,Label,Count
"('distal\nextremities', 'ENTITY')",1
"('PD pulses', 'ENTITY')",1
"('Regular radial pulse\nNEURO', 'ENTITY')",1
"('muscle strength', 'ENTITY')",1
"('I/O', 'ENTITY')",3
"('Distant heart sounds', 'ENTITY')",2
"('late', 'ENTITY')",3
"('crescendo/decrescendo', 'ENTITY')",1
"('L sternal', 'ENTITY')",1
"('RUS', 'ENTITY')",1
"('radiation', 'ENTITY')",7
"('Carotid pulse unremarkable', 'ENTITY')",1
"('expiratory wheezes', 'ENTITY')",2
"('EXTREMITIES', 'ENTITY')",4
"('LE edema', 'ENTITY')",2
"('ankle', 'ENTITY')",1
"('Warm lower\nextremities', 'ENTITY')",1
"('Regular radial pulses', 'ENTITY')",1
"('Distal pedal pulses', 'ENTITY')",1
"('07:40AM', 'ENTITY')",8
"('WBC-7.7', 'ENTITY')",1
"('RBC-3.31* Hgb-8.6* Hct-27.1*\nMCV-82 MCH-26.0*', 'ENTITY')",1
"('Lymphs-14.4*', 'ENTITY')",1
"('Monos-5.6\n', 'ENTITY')",1
"('Glucose-126* UreaN-43* Creat-2.3* Na-134\nK-4.2 Cl-95*', 'ENTITY')",1
"('AnGap-16\n[**2161', 'ENTITY')",1
"('AST-27', 'ENTITY')",1
"('CK-MB-19* MB Indx-2.5 proBNP-2776*\n[**2161', 'ENTITY')",1
"('BLOOD cTropnT-0.07*\n[**2161', 'ENTITY')",2
"('Calcium-8.7 Phos-4.1', 'ENTITY')",1
"('Mg-1.4*\n[**2161', 'ENTITY')",1
"('04:17AM', 'ENTITY')",2
"('* Base XS-3\n[**2161', 'ENTITY')",1
"('07:48AM BLOOD Lactate-4.0*\n\nPERTINENT INTERVAL', 'ENTITY')",1
"('Glucose-88 UreaN-76* Creat-3.0* Na-138\n', 'ENTITY')",1
"('K-3.7 Cl-93*', 'ENTITY')",1
"('BLOOD CK-MB-9 cTropnT-0.08*\n[**2161', 'ENTITY')",1
"('Aut-1.9\n[**2161-10-14**] 07:30AM BLOOD LD(LDH)-238 CK(CPK)-511*\n[**2161-10-14**] 07:30AM', 'ENTITY')",1
"('Phos-4.2', 'ENTITY')",1
"('Mg-2.2 Iron-23*', 'ENTITY')",1
"('RBC-3.27* Hgb-8.5* Hct-27.1*\nMCV-83 MCH-26.0*', 'ENTITY')",1
"('RDW-15.2', 'ENTITY')",2
"('Glucose-86 UreaN-85* Creat-3.0* Na-141\nK-4.1', 'ENTITY')",1
"('Phos-3.5', 'ENTITY')",2
"('URINE\n[**2161', 'ENTITY')",1
"('Color-Straw Appear-Clear Sp [**Last Name', 'ENTITY')",2
"('Blood Cultures', 'ENTITY')",1
"('NGTD', 'ENTITY')",2
"('No growth', 'ENTITY')",1
"('screen', 'ENTITY')",2
"('STUDIES', 'ENTITY')",1
"('atrial activity', 'ENTITY')",1
"('rhythm', 'ENTITY')",22
"('Complete left bundle-branch block', 'ENTITY')",1
"('prolonged', 'ENTITY')",8
"('A-V\nconduction', 'ENTITY')",1
"('diagnostic interval', 'ENTITY')",1
"('Portable', 'ENTITY')",1
"('focal area', 'ENTITY')",2
"('hazy opacity', 'ENTITY')",1
"('left\nlower lobe', 'ENTITY')",1
"('left cardiac margin', 'ENTITY')",1
"('radiographs', 'ENTITY')",1
"('NCT', 'ENTITY')",1
"('bronchopulmonary vascular markings', 'ENTITY')",1
"('interstitial edema', 'ENTITY')",1
"('peripheral interlobular\nsepta', 'ENTITY')",1
"('pneumothorax', 'ENTITY')",5
"('Mild pulmonary vascular congestion', 'ENTITY')",1
"('interstitial\nedema\ncompatible', 'ENTITY')",1
"('basal', 'ENTITY')",2
"('inferolateral', 'ENTITY')",3
"('Intrinsic left ventricular systolic function', 'ENTITY')",1
"('depressed', 'ENTITY')",5
"('severity', 'ENTITY')",8
"('valvular regurgitation', 'ENTITY')",2
"('normal free wall', 'ENTITY')",2
"('contractility', 'ENTITY')",2
"('sinus\n', 'ENTITY')",2
"('aortic valve\nleaflets', 'ENTITY')",7
"('mitral valve\nleaflets', 'ENTITY')",6
"('pulmonic regurgitation', 'ENTITY')",2
"('left ventricular wall motion', 'ENTITY')",1
"('post-infarction', 'ENTITY')",1
"('lateral views', 'ENTITY')",2
"('Mild cardiomegaly', 'ENTITY')",2
"('mild\n', 'ENTITY')",1
"('compared', 'ENTITY')",3
"('Aortic valve calcifications', 'ENTITY')",1
"('No infiltration', 'ENTITY')",1
"('mediastinal', 'ENTITY')",1
"('hilar\n', 'ENTITY')",1
"('[**2161-10-12**]', 'ENTITY')",1
"('[**2157**]', 'ENTITY')",1
"('excacerbation', 'ENTITY')",1
"('levalbuterol', 'ENTITY')",2
"('Lung symptoms', 'ENTITY')",1
"('ambulatory', 'ENTITY')",1
"('1L', 'ENTITY')",2
"('ambulating', 'ENTITY')",2
"('breath/acute', 'ENTITY')",1
"('chronic systolic', 'ENTITY')",2
"('pulmonary edema\n', 'ENTITY')",2
"('initialy', 'ENTITY')",1
"('diueresis', 'ENTITY')",2
"('bolus', 'ENTITY')",4
"('drip', 'ENTITY')",5
"('goal net negative', 'ENTITY')",1
"('ipratropium nebs', 'ENTITY')",1
"('O2\n', 'ENTITY')",4
"('lytes', 'ENTITY')",3
"('repleted', 'ENTITY')",1
"('target heart rate', 'ENTITY')",1
"('adequate', 'ENTITY')",11
"('lung disease', 'ENTITY')",3
"('dysfunction/CAD', 'ENTITY')",1
"('invasive procedures', 'ENTITY')",1
"('surgical interventions', 'ENTITY')",1
"('Troponin', 'ENTITY')",6
"('renal failure', 'ENTITY')",1
"('flat', 'ENTITY')",6
"('inferolateral hypokinesis', 'ENTITY')",1
"('echo\nnegative', 'ENTITY')",1
"('cardiac catheterization\nprocedures', 'ENTITY')",1
"('statin', 'ENTITY')",5
"('Stopped his', 'ENTITY')",1
"('Lactic acidosis', 'ENTITY')",1
"('Lactate initialy', 'ENTITY')",1
"('acute low perfusion state', 'ENTITY')",1
"('Acute Renal Failure/', 'ENTITY')",1
"('MICu', 'ENTITY')",1
"('pulmonary congestion', 'ENTITY')",1
"('His symptoms', 'ENTITY')",3
"('K', 'ENTITY')",6
"('stoped', 'ENTITY')",1
"('stabalized', 'ENTITY')",1
"('Stopped his home', 'ENTITY')",1
"('HCTZ', 'ENTITY')",3
"('stable\n', 'ENTITY')",1
"('exacerbate', 'ENTITY')",1
"('improves', 'ENTITY')",1
"('nephrologist', 'ENTITY')",2
"('Epo supplementation', 'ENTITY')",1
"('Workup', 'ENTITY')",3
"('HLD', 'ENTITY')",6
"('Atoravastatin', 'ENTITY')",1
"('comorbidity', 'ENTITY')",1
"('risk/benefit', 'ENTITY')",1
"('wish take', 'ENTITY')",1
"('tamsulosin', 'ENTITY')",1
"('TRANSITIONAL ISSUES\n', 'ENTITY')",1
"('Fe', 'ENTITY')",6
"('Deficiency', 'ENTITY')",1
"('Ferrous Sulfate\n2', 'ENTITY')",1
"('Acute Renal Failure', 'ENTITY')",3
"('post-discharge visit', 'ENTITY')",1
"('ARF', 'ENTITY')",11
"('over-diuresis', 'ENTITY')",1
"('MEDICATION', 'ENTITY')",1
"('CHANGES', 'ENTITY')",2
"('STOP', 'ENTITY')",11
"('restarting', 'ENTITY')",12
"('medication outpatient', 'ENTITY')",2
"('stop', 'ENTITY')",3
"('primary care\ndoctor', 'ENTITY')",1
"('wish', 'ENTITY')",4
"('kidney\n', 'ENTITY')",1
"('START', 'ENTITY')",11
"('Iron supplentation', 'ENTITY')",2
"('iron supplements\nSTART', 'ENTITY')",2
"('reason', 'ENTITY')",4
"('emphysema flair', 'ENTITY')",2
"('LevAbluterol nebulizer', 'ENTITY')",2
"('medicine', 'ENTITY')",3
"('ipratropium\nnebulizer', 'ENTITY')",2
"('atrovent', 'ENTITY')",6
"('HFA', 'ENTITY')",11
"('Aerosol inhaler [**11-16**] puff', 'ENTITY')",1
"('qdaily\n', 'ENTITY')",2
"('patient reports', 'ENTITY')",7
"('qdaily\nAtrovent', 'ENTITY')",1
"('mcg/actuation HFA', 'ENTITY')",1
"('q6\nCombivent 18 mcg-103 mcg', 'ENTITY')",1
"('eyes', 'ENTITY')",13
"('bedtime\n', 'ENTITY')",1
"('qdaily\nTamsulosin', 'ENTITY')",1
"('qhs\nAspirin', 'ENTITY')",1
"('qdaily\nFish', 'ENTITY')",1
"('Home oxygen  ', 'ENTITY')",1
"('Ambulatory O2', 'ENTITY')",2
"('Dx', 'ENTITY')",1
"('Q2H', 'ENTITY')",3
"('* Refills:*3*\n3', 'ENTITY')",1
"('compressor     Device', 'ENTITY')",1
"('Miscellaneous\n', 'ENTITY')",2
"('nebulizer', 'ENTITY')",6
"('ipratropium bromide', 'ENTITY')",2
"('* Refills:*2*\n7', 'ENTITY')",1
"('Atrovent', 'ENTITY')",5
"('puff', 'ENTITY')",1
"('shortness\nof breath', 'ENTITY')",5
"('Drop Ophthalmic HS', 'ENTITY')",2
"('Chewable\nPO DAILY', 'ENTITY')",12
"('sodium', 'ENTITY')",7
"('Capsule(s)* Refills:*2*\n15', 'ENTITY')",1
"('primary diagnoses', 'ENTITY')",1
"('exacerbation\n', 'ENTITY')",3
"('chronic heart diastolic failure', 'ENTITY')",1
"('aortic\nstenosis\n', 'ENTITY')",1
"('Acute Kidney Injury\n', 'ENTITY')",1
"('Iron Deficiency', 'ENTITY')",2
"('chronic episode', 'ENTITY')",1
"('echocardiogram', 'ENTITY')",6
"('removed fluid', 'ENTITY')",1
"('breathing treatments', 'ENTITY')",1
"('significantly', 'ENTITY')",1
"('sure', 'ENTITY')",4
"('kidney doctor', 'ENTITY')",1
"('primary care doctor\n', 'ENTITY')",1
"('EAST', 'ENTITY')",7
"('CLINIC/NEPRHOLOGY\n', 'ENTITY')",1
"('De [**Hospital1 **] Building ([**Hospital Ward', 'ENTITY')",2
"('Garage\n*', 'ENTITY')",1
"('specialist', 'ENTITY')",2
"('visit', 'ENTITY')",5
"('pulmonologist', 'ENTITY')",3
"('CARDIAC SERVICES', 'ENTITY')",2
"('AM\nWith: [**First Name11', 'ENTITY')",1
"('Garage', 'ENTITY')",3
"('off-pump', 'ENTITY')",1
"('left anterior descending\nartery', 'ENTITY')",2
"('left breast lumpectomy', 'ENTITY')",1
"('axillary\n', 'ENTITY')",1
"('chemo', 'ENTITY')",4
"('cancer', 'ENTITY')",8
"('Family history of', 'ENTITY')",1
"('heart disease', 'ENTITY')",2
"('retrosternal', 'ENTITY')",1
"('left\nshoulder', 'ENTITY')",1
"('Positive\n', 'ENTITY')",1
"('Cardiac cath', 'ENTITY')",1
"('cardiac\nsurgery', 'ENTITY')",1
"('coronary revascularization', 'ENTITY')",1
"('radiation\nPast Surgical History\n', 'ENTITY')",2
"('Left breast lumpectomy', 'ENTITY')",2
"('Right rotator cuff Surgery', 'ENTITY')",2
"('women', 'ENTITY')",2
"('church- 2', 'ENTITY')",1
"('Daughter lives', 'ENTITY')",1
"('Patient cares', 'ENTITY')",1
"('Contact', 'ENTITY')",1
"('Phone', 'ENTITY')",1
"('Occupation', 'ENTITY')",3
"('Cigarettes', 'ENTITY')",2
"('cigarette', 'ENTITY')",1
"('Hx', 'ENTITY')",2
"('Tobacco use', 'ENTITY')",3
"('ETOH', 'ENTITY')",8
"('Illicit drug', 'ENTITY')",1
"('Grandfather', 'ENTITY')",1
"('heart problems', 'ENTITY')",1
"('Pulse', 'ENTITY')",2
"('Resp', 'ENTITY')",7
"('Meter Walk Test', 'ENTITY')",1
"('Neck', 'ENTITY')",6
"('Murmur', 'ENTITY')",2
"('x-occasional\n', 'ENTITY')",1
"('diverticular', 'ENTITY')",1
"('Varicosities', 'ENTITY')",2
"('Left:+2\nDP           Right', 'ENTITY')",1
"('Left:+2\nPT           ', 'ENTITY')",1
"('Left:+2\n', 'ENTITY')",1
"('Radial       Right', 'ENTITY')",2
"('site', 'ENTITY')",5
"('Left:+2\n\n', 'ENTITY')",1
"('Carotid Bruit  none      Right', 'ENTITY')",1
"('TEE\nConclusions\n', 'ENTITY')",1
"('anteroseptal\n', 'ENTITY')",1
"('borderline dyskinesis', 'ENTITY')",1
"('distally', 'ENTITY')",3
"('Right ventricular\nchamber size', 'ENTITY')",4
"('excursion', 'ENTITY')",1
"('anterior space', 'ENTITY')",3
"('fat\npad.', 'ENTITY')",1
"('Suboptimal study', 'ENTITY')",1
"('normal left ventricular global\n', 'ENTITY')",1
"('regional wall motion abnormalities', 'ENTITY')",1
"('Normal pulmonary artery systolic pressure', 'ENTITY')",1
"('TEE', 'ENTITY')",15
"('left ventricular regional systolic\ndysfunction', 'ENTITY')",1
"('parameters', 'ENTITY')",2
"('RBC-2.94', 'ENTITY')",1
"('Hgb-8.7* Hct-26.5*\n', 'ENTITY')",1
"('04:40AM', 'ENTITY')",4
"('WBC-7.6 RBC-2.97* Hgb-9.0* Hct-26.5*\nMCV-89', 'ENTITY')",1
"('RDW-14.4', 'ENTITY')",2
"('Ct-109*\n[**2186-7', 'ENTITY')",1
"('MCHC-33.9', 'ENTITY')",3
"('PTT-23.2* INR(PT)-1.4*\n[**2186-7', 'ENTITY')",1
"('BLOOD PT-15.0* PTT-24.5* INR(PT)-1.4*\n[**2186', 'ENTITY')",1
"('Glucose-86 UreaN-12', 'ENTITY')",1
"('UreaN-10', 'ENTITY')",3
"('Na-139\nK-3.8 Cl-103', 'ENTITY')",1
"('AnGap-9\n[**2186-7', 'ENTITY')",1
"('BLOOD Glucose-101* UreaN-6 Creat-0.6 Na-141\nK-4.2 Cl-109', 'ENTITY')",1
"('Operating Room', 'ENTITY')",1
"('OPCABG x 1', 'ENTITY')",1
"('LIMA-LAD', 'ENTITY')",3
"('Dr. [**First Name', 'ENTITY')",3
"('post-operatively', 'ENTITY')",1
"('CVICU', 'ENTITY')",1
"('recovery', 'ENTITY')",5
"('invasive', 'ENTITY')",4
"('Neo', 'ENTITY')",1
"('cells', 'ENTITY')",1
"('post-op', 'ENTITY')",1
"('anemic', 'ENTITY')",4
"('Post-op', 'ENTITY')",1
"('Hct monitored', 'ENTITY')",1
"('isordil', 'ENTITY')",1
"('Imdur', 'ENTITY')",5
"('LIMA', 'ENTITY')",2
"('spasm', 'ENTITY')",1
"('Beta blocker', 'ENTITY')",2
"('preoperative', 'ENTITY')",2
"('telemetry floor', 'ENTITY')",1
"('Chest tubes', 'ENTITY')",2
"('pacing wires', 'ENTITY')",2
"('complication', 'ENTITY')",6
"('physical\ntherapy', 'ENTITY')",1
"('mobility', 'ENTITY')",2
"('healing', 'ENTITY')",3
"('instructions', 'ENTITY')",8
"('Preadmission medications', 'ENTITY')",3
"('listed', 'ENTITY')",5
"('complete', 'ENTITY')",6
"('Information', 'ENTITY')",3
"('EC', 'ENTITY')",2
"('DAILY\n2', 'ENTITY')",3
"('Duration', 'ENTITY')",5
"('DAILY\n4', 'ENTITY')",2
"('Mononitrate', 'ENTITY')",2
"('Extended Release', 'ENTITY')",1
"('DAILY\nHold if BP', 'ENTITY')",1
"('Multivitamins 1', 'ENTITY')",5
"('TraMADOL', 'ENTITY')",1
"('Ultram', 'ENTITY')",2
"('Tablet Refills:*0\n12.', 'ENTITY')",1
"('bid\n13', 'ENTITY')",1
"('tabs', 'ENTITY')",11
"('oriented x3 nonfocal\nAmbulating', 'ENTITY')",1
"('gait steady\n', 'ENTITY')",1
"('Sternal pain', 'ENTITY')",1
"('oral analgesics\n', 'ENTITY')",1
"('Sternal Incision', 'ENTITY')",1
"('washing incisions', 'ENTITY')",2
"('mild\nsoap', 'ENTITY')",2
"('no baths', 'ENTITY')",3
"('incisions\nPlease', 'ENTITY')",1
"('powder', 'ENTITY')",2
"('ointments', 'ENTITY')",2
"('incisions\nEach morning', 'ENTITY')",2
"('weigh', 'ENTITY')",3
"('evening', 'ENTITY')",17
"('written down', 'ENTITY')",2
"('narcotics', 'ENTITY')",5
"('surgeon', 'ENTITY')",6
"('office', 'ENTITY')",6
"('Answering', 'ENTITY')",4
"('off hours**\nFemales', 'ENTITY')",1
"('Please wear', 'ENTITY')",3
"('reduce', 'ENTITY')",3
"('lower edge', 'ENTITY')",1
"('Wound Check', 'ENTITY')",1
"('Cardiac Surgery Office [**Telephone/Fax', 'ENTITY')",1
"('Primary Care Dr.', 'ENTITY')",1
"('off hours**\n\n\n                             [**Name6', 'ENTITY')",1
"('by:[**2186', 'ENTITY')",1
"('colon cancer', 'ENTITY')",1
"('refusing treatment', 'ENTITY')",1
"('PAF', 'ENTITY')",6
"('chronic pleural effusions', 'ENTITY')",1
"('extremity weakness', 'ENTITY')",1
"('amox-clav', 'ENTITY')",1
"('rubbery', 'ENTITY')",1
"('lightheadedness', 'ENTITY')",6
"('coughs', 'ENTITY')",1
"('constipatin', 'ENTITY')",1
"('89%RA', 'ENTITY')",1
"('liter NS', 'ENTITY')",1
"('ceftriaxone 2 grams', 'ENTITY')",1
"('Polyp', 'ENTITY')",1
"('polypectomy', 'ENTITY')",2
"('adenoma', 'ENTITY')",5
"('Polyps', 'ENTITY')",1
"('sigmoid colon', 'ENTITY')",3
"('Colonic mucosa', 'ENTITY')",1
"('Polypoid', 'ENTITY')",1
"('ulcerated mass', 'ENTITY')",1
"('Superficial fragments', 'ENTITY')",1
"('colonic mucosa', 'ENTITY')",1
"('ulceration', 'ENTITY')",4
"('acute inflammation', 'ENTITY')",1
"('atypical glands', 'ENTITY')",1
"('Colon mass', 'ENTITY')",1
"('guaiac positive', 'ENTITY')",10
"('Pathology', 'ENTITY')",2
"('worrisome', 'ENTITY')",6
"('carcinoma', 'ENTITY')",1
"('resection', 'ENTITY')",2
"('hematuria/BPH', 'ENTITY')",1
"('manipulation\n[**3', 'ENTITY')",1
"('urinary retention\n', 'ENTITY')",1
"('sick sinus syndrome', 'ENTITY')",1
"('bifascicular block', 'ENTITY')",1
"('amiodarone', 'ENTITY')",12
"('SVT', 'ENTITY')",1
"('Atrial flutter', 'ENTITY')",1
"('status post ablation [**2-/2186**]', 'ENTITY')",1
"('malignancy\n', 'ENTITY')",1
"('arenesp', 'ENTITY')",1
"('iron\n# Echo [**2186**]', 'ENTITY')",1
"('mild-to-moderate mitral regurgitation', 'ENTITY')",1
"('LA', 'ENTITY')",2
"('hearing\n', 'ENTITY')",1
"('stools/GI bleeding', 'ENTITY')",1
"('subclinical hypothyroid state', 'ENTITY')",1
"('Found', 'ENTITY')",1
"('DOE', 'ENTITY')",3
"('thoracentesis', 'ENTITY')",5
"('RV diastolic dysfunction', 'ENTITY')",1
"('Concern', 'ENTITY')",1
"('V/Q', 'ENTITY')",1
"('pleurodesis', 'ENTITY')",1
"('Tibial talar dislocation', 'ENTITY')",1
"('comminuted distal', 'ENTITY')",1
"('lone', 'ENTITY')",1
"('Former', 'ENTITY')",1
"('yrs', 'ENTITY')",7
"('Social ETOH', 'ENTITY')",1
"('Sister died', 'ENTITY')",1
"('Neice', 'ENTITY')",1
"('SpO2', 'ENTITY')",2
"('older gentleman', 'ENTITY')",2
"('talking', 'ENTITY')",4
"('sentences', 'ENTITY')",4
"('conjunctiva pale', 'ENTITY')",2
"('Skin coloring good', 'ENTITY')",2
"('NL', 'ENTITY')",5
"('Crackles', 'ENTITY')",3
"('L base', 'ENTITY')",1
"('R base', 'ENTITY')",1
"('Hyperactive BS', 'ENTITY')",2
"('mid-shins', 'ENTITY')",2
"('BL', 'ENTITY')",5
"('No rash', 'ENTITY')",4
"('venous stasis', 'ENTITY')",4
"('LE\n', 'ENTITY')",3
"('CN II-XII', 'ENTITY')",4
"('CTAb', 'ENTITY')",1
"('trace edema', 'ENTITY')",1
"('WBC-5.4 RBC-3.35* Hgb-8.9* Hct-30.5*\nMCV-91 MCH-26.5* MCHC-29.1* RDW-16.0* Plt Ct-235\n[**2188', 'ENTITY')",1
"('WBC-10.3 RBC-3.02* Hgb-8.3* Hct-26.1*\nMCV-87', 'ENTITY')",1
"('Plt Ct-240\n[**2188-6', 'ENTITY')",1
"('MCHC-31.3 RDW-16.2* Plt Ct-230\n[**2188', 'ENTITY')",1
"('BLOOD Hct-27.3*\n[**2188', 'ENTITY')",1
"('Hgb-11.0* Hct-34.3*\nMCV-87', 'ENTITY')",1
"('MCH-28.0', 'ENTITY')",1
"('06:40AM', 'ENTITY')",6
"('RBC-3.73* Hgb-10.2* Hct-32.3*\nMCV-87 MCH-27.4', 'ENTITY')",1
"('AnGap-12\n[**2188-6-24**] 05:45AM BLOOD Glucose-87 UreaN-20', 'ENTITY')",1
"('Na-139\nK-3.5 Cl-105', 'ENTITY')",2
"('AnGap-11\n[**2188', 'ENTITY')",3
"('Glucose-88', 'ENTITY')",1
"('Glucose-94', 'ENTITY')",1
"('Na-138\n', 'ENTITY')",1
"('K-3.6', 'ENTITY')",1
"('AnGap-13\n[**2188-6', 'ENTITY')",1
"('UreaN-17', 'ENTITY')",2
"('Na-139\nK-3.5 Cl-104', 'ENTITY')",1
"('AnGap-12\n[**2188-6', 'ENTITY')",1
"('Glucose-87', 'ENTITY')",2
"('Creat-1.1', 'ENTITY')",1
"('* Phos-2.7 Mg-2.0\n[**2188-6', 'ENTITY')",1
"('intially', 'ENTITY')",1
"('oxygenation', 'ENTITY')",2
"('empirically', 'ENTITY')",2
"('cultures', 'ENTITY')",12
"('Augmentin', 'ENTITY')",1
"('admssion', 'ENTITY')",1
"('deconditioning', 'ENTITY')",1
"('poor\ncardiopulmonary status', 'ENTITY')",1
"('focal leg', 'ENTITY')",1
"('ambulation', 'ENTITY')",3
"('desturations', 'ENTITY')",1
"(""pRBC's"", 'ENTITY')",1
"('orginal home dose', 'ENTITY')",1
"('DAILY\n3', 'ENTITY')",2
"('Capsule PO DAILY\n4', 'ENTITY')",1
"('Terazosin', 'ENTITY')",2
"('Multiple Vitamins', 'ENTITY')",1
"('Day', 'ENTITY')",4
"('Succinate', 'ENTITY')",3
"('Hexavitamin     Tablet', 'ENTITY')",6
"('Cap PO DAILY', 'ENTITY')",6
"('Clavulanate 500', 'ENTITY')",1
"('Care VNA', 'ENTITY')",1
"('light-headeness', 'ENTITY')",1
"('interterested', 'ENTITY')",1
"('comes', 'ENTITY')",2
"('Mr. [**Known lastname 8789**]', 'ENTITY')",1
"('Diffuse abdomenal pain', 'ENTITY')",1
"('Admitted', 'ENTITY')",2
"('cardiac catherization', 'ENTITY')",3
"('renal artery stenosi', 'ENTITY')",1
"('Exploratory Laporatomy', 'ENTITY')",1
"('right colectomy', 'ENTITY')",2
"('TEAM', 'ENTITY')",1
"('RESPECTIVELY', 'ENTITY')",1
"('AFib', 'ENTITY')",2
"('lumpectomy', 'ENTITY')",3
"('trasferred', 'ENTITY')",1
"('proximal calcium', 'ENTITY')",1
"('mid vessel', 'ENTITY')",3
"('mid\nvessel', 'ENTITY')",1
"('proximal\nstenosis', 'ENTITY')",1
"('Selective angiography', 'ENTITY')",1
"('renal arteries', 'ENTITY')",1
"('right\nrenal artery', 'ENTITY')",1
"('CMI', 'ENTITY')",1
"('chronic\nrenal insufficiency', 'ENTITY')",1
"('CK-MB', 'ENTITY')",2
"('post procedure', 'ENTITY')",4
"('Her ACEI', 'ENTITY')",1
"('Diuretic', 'ENTITY')",1
"('Dig', 'ENTITY')",2
"('EP\n', 'ENTITY')",1
"('controlled BP', 'ENTITY')",1
"('CP/SOB/N/V/belly pain', 'ENTITY')",1
"('abdomenal pain', 'ENTITY')",2
"('residual right', 'ENTITY')",1
"('hysterectomy\n', 'ENTITY')",1
"('right lumpectomy', 'ENTITY')",2
"('radiation\nAFib', 'ENTITY')",1
"('Quit tob [**1-11**]', 'ENTITY')",1
"('Denies EtOH', 'ENTITY')",1
"('drug use', 'ENTITY')",3
"('anicteric\nNeck', 'ENTITY')",1
"('carotid bruits\nCV', 'ENTITY')",1
"('irregular', 'ENTITY')",6
"('III/VI', 'ENTITY')",2
"('systolic murmer', 'ENTITY')",1
"('LUSB\n', 'ENTITY')",1
"('right base o/w clear\nAbd', 'ENTITY')",1
"('Groin', 'ENTITY')",1
"('right hematoma', 'ENTITY')",1
"('weak', 'ENTITY')",6
"('DP/PT pulses', 'ENTITY')",1
"('03:47AM', 'ENTITY')",3
"('BLOOD PT-18.9*', 'ENTITY')",1
"('PT-22.9* PTT-33.9 INR(PT)-3.5\n[**2192', 'ENTITY')",1
"('LD(LDH)-239 CK(CPK)-941*\n[**2192', 'ENTITY')",1
"('BLOOD WBC-21.6*', 'ENTITY')",1
"('RBC-3.45* Hgb-10.1* Hct-28.7*\nMCV-83', 'ENTITY')",1
"('MCH-29.2 MCHC-35.1*', 'ENTITY')",2
"('mild RAS', 'ENTITY')",1
"('drug-eluding\nstent', 'ENTITY')",1
"('AFlutter', 'ENTITY')",1
"('drug-eluding stent', 'ENTITY')",1
"('bump', 'ENTITY')",2
"('follow', 'ENTITY')",1
"('groin site', 'ENTITY')",1
"('bruit', 'ENTITY')",1
"('ooze', 'ENTITY')",1
"('femoral ultrasound', 'ENTITY')",1
"('Rhythm', 'ENTITY')",1
"('tele', 'ENTITY')",1
"('EP', 'ENTITY')",3
"('Restarted', 'ENTITY')",1
"('Goal INR', 'ENTITY')",1
"('digoxin\n', 'ENTITY')",1
"('Chronic Renal Insufficiency', 'ENTITY')",2
"('dye', 'ENTITY')",2
"('diurectic', 'ENTITY')",1
"('ACEI', 'ENTITY')",3
"('renal function', 'ENTITY')",7
"('contrast nephropathy', 'ENTITY')",1
"('Hydrated', 'ENTITY')",1
"('monitored', 'ENTITY')",17
"('[**7-6**]\n', 'ENTITY')",1
"('Glyburide', 'ENTITY')",1
"('ISS', 'ENTITY')",1
"('holding', 'ENTITY')",2
"('diuretic', 'ENTITY')",2
"('Continue statin', 'ENTITY')",1
"('PPX', 'ENTITY')",3
"('Ranitidine', 'ENTITY')",1
"('right\ncolon', 'ENTITY')",1
"('proximal transverse colon', 'ENTITY')",1
"('grangrenous\nbowel', 'ENTITY')",1
"('decision', 'ENTITY')",10
"('exploratory laporotomy', 'ENTITY')",1
"('ischemic bowel\n', 'ENTITY')",1
"('gangrene', 'ENTITY')",1
"('intensive care unit', 'ENTITY')",6
"('monitorred', 'ENTITY')",1
"('ICU team', 'ENTITY')",2
"('primary team', 'ENTITY')",1
"('consulting services', 'ENTITY')",1
"('optimize', 'ENTITY')",1
"('surgical floor', 'ENTITY')",1
"('physical therapist', 'ENTITY')",1
"('straingth', 'ENTITY')",1
"('services', 'ENTITY')",1
"('refills please call Dr. [**Last Name', 'ENTITY')",1
"('Nitroglycerin', 'ENTITY')",3
"('Q5MIN', 'ENTITY')",2
"('Sublingual(s)* Refills:*0*\n4', 'ENTITY')",1
"('Digoxin', 'ENTITY')",5
"('Tablets PO DAILY', 'ENTITY')",3
"('Warfarin Sodium 2', 'ENTITY')",1
"('NAUSE/VOMITING', 'ENTITY')",1
"('FEVER', 'ENTITY')",2
"('OR ABDOMENAL DISTENTION', 'ENTITY')",1
"('TAKE\nMEDICATIONS AS PRESCRIBED', 'ENTITY')",1
"('WARNING LABELS CAREFULLY', 'ENTITY')",1
"('SEE', 'ENTITY')",1
"('DOCTOR\n[**Date Range **]/[**Hospital **]', 'ENTITY')",1
"('CLINIC', 'ENTITY')",5
"('WITHIN', 'ENTITY')",1
"('WEEK', 'ENTITY')",1
"('SHOWER', 'ENTITY')",1
"('SCRUB', 'ENTITY')",1
"('WOUND', 'ENTITY')",1
"('PAD', 'ENTITY')",2
"('DRY', 'ENTITY')",1
"('STRIPS', 'ENTITY')",1
"('FALL', 'ENTITY')",1
"('OWN', 'ENTITY')",1
"('ABOUT', 'ENTITY')",1
"('DAYS', 'ENTITY')",1
"('DR', 'ENTITY')",5
"('by:[**2192', 'ENTITY')",1
"('Fever', 'ENTITY')",3
"('admitted from', 'ENTITY')",2
"('diff colilits', 'ENTITY')",1
"('lethargy', 'ENTITY')",5
"('CABG', 'ENTITY')",11
